Chave : 119736, PRR: 0
Chave : 580529, PRR: 2507083
Chave : 812846, PRR: 2507185
Chave : 720583, PRR: 2507290
Chave : 252179, PRR: 2507392
Chave : 879390, PRR: 2507488
Chave : 437213, PRR: 2507593
Chave : 463112, PRR: 2507699
Chave : 239931, PRR: 2507803
Chave : 854878, PRR: 2507915
Chave : 324011, PRR: 2508027
Chave : 465975, PRR: 2508149
Chave : 346035, PRR: 2508272
Chave : 850472, PRR: 2508399
Chave : 106577, PRR: 2508526
Chave : 200482, PRR: 2508635
Chave : 243118, PRR: 2508776
Chave : 315262, PRR: 2508915
Chave : 793194, PRR: 2509052
Chave : 462694, PRR: 2509179
Chave : 690058, PRR: 2509298
Chave : 260055, PRR: 2509404
Chave : 204155, PRR: 2509524
Chave : 482783, PRR: 2509649
Chave : 416910, PRR: 2509769
Chave : 399655, PRR: 2509884
Chave : 501449, PRR: 2510025
Chave : 216636, PRR: 2510143
Chave : 162007, PRR: 2510248
Chave : 962211, PRR: 2510357
Chave : 167514, PRR: 2510466
Chave : 762935, PRR: 2510572
Chave : 969277, PRR: 2510681
Chave : 443289, PRR: 2510794
Chave : 855570, PRR: 2510928
Chave : 732098, PRR: 2511053
Chave : 211125, PRR: 2511163
Chave : 694435, PRR: 2511300
Chave : 925486, PRR: 2511407
Chave : 936883, PRR: 2511527
Chave : 102171, PRR: 2511628
Chave : 249903, PRR: 2511729
Chave : 834714, PRR: 2511826
Chave : 247504, PRR: 2511938
Chave : 814307, PRR: 2512047
Chave : 892419, PRR: 2512156
Chave : 922469, PRR: 2512259
Chave : 212009, PRR: 2512382
Chave : 197342, PRR: 2512521
Chave : 971353, PRR: 2512631
Chave : 786405, PRR: 2512734
Chave : 612088, PRR: 2512847
Chave : 308837, PRR: 2512960
Chave : 930907, PRR: 2513073
Chave : 620984, PRR: 2513186
Chave : 960567, PRR: 2513299
Chave : 711607, PRR: 2513412
Chave : 336359, PRR: 2513539
Chave : 132167, PRR: 2513669
Chave : 569111, PRR: 2513775
Chave : 890691, PRR: 2513900
Chave : 348351, PRR: 2514006
Chave : 150662, PRR: 2514124
Chave : 149049, PRR: 2514233
Chave : 797157, PRR: 2514348
Chave : 400466, PRR: 2514460
Chave : 311736, PRR: 2514580
Chave : 373736, PRR: 2514691
Chave : 534768, PRR: 2514801
Chave : 347072, PRR: 2514899
Chave : 681116, PRR: 2515038
Chave : 796580, PRR: 2515157
Chave : 959954, PRR: 2515272
Chave : 581642, PRR: 2515381
Chave : 155089, PRR: 2515493
Chave : 673536, PRR: 2515594
Chave : 116944, PRR: 2515701
Chave : 870733, PRR: 2515813
Chave : 679103, PRR: 2515923
Chave : 571410, PRR: 2516046
Chave : 888322, PRR: 2516147
Chave : 993638, PRR: 2516251
Chave : 803277, PRR: 2516355
Chave : 598779, PRR: 2516468
Chave : 894870, PRR: 2516591
Chave : 296970, PRR: 2516704
Chave : 748725, PRR: 2516844
Chave : 178041, PRR: 2516961
Chave : 127101, PRR: 2517076
Chave : 685563, PRR: 2517183
Chave : 461651, PRR: 2517308
Chave : 999372, PRR: 2517431
Chave : 945499, PRR: 2517545
Chave : 543236, PRR: 2517655
Chave : 936173, PRR: 2517775
Chave : 774047, PRR: 2517887
Chave : 757859, PRR: 2517988
Chave : 914717, PRR: 2518092
Chave : 631342, PRR: 2518193
Chave : 950161, PRR: 2518293
Chave : 469276, PRR: 2518409
Chave : 960210, PRR: 2518510
Chave : 457527, PRR: 2518611
Chave : 773235, PRR: 2518712
Chave : 327368, PRR: 2518816
Chave : 880433, PRR: 2518917
Chave : 290393, PRR: 2519040
Chave : 121438, PRR: 2519153
Chave : 342252, PRR: 2519272
Chave : 587923, PRR: 2519385
Chave : 312805, PRR: 2519483
Chave : 105788, PRR: 2519595
Chave : 207225, PRR: 2519711
Chave : 862233, PRR: 2519823
Chave : 227637, PRR: 2519928
Chave : 381279, PRR: 2520033
Chave : 949282, PRR: 2520138
Chave : 328474, PRR: 2520246
Chave : 115131, PRR: 2520348
Chave : 470930, PRR: 2520454
Chave : 650201, PRR: 2520559
Chave : 681483, PRR: 2520665
Chave : 678929, PRR: 2520767
Chave : 228898, PRR: 2520870
Chave : 835217, PRR: 2520975
Chave : 966967, PRR: 2521086
Chave : 873750, PRR: 2521195
Chave : 761404, PRR: 2521320
Chave : 865598, PRR: 2521433
Chave : 605791, PRR: 2521542
Chave : 821564, PRR: 2521648
Chave : 564036, PRR: 2521752
Chave : 506667, PRR: 2521858
Chave : 838303, PRR: 2521983
Chave : 787534, PRR: 2522098
Chave : 481034, PRR: 2522213
Chave : 807035, PRR: 2522338
Chave : 334260, PRR: 2522439
Chave : 494545, PRR: 2522558
Chave : 592547, PRR: 2522669
Chave : 478495, PRR: 2522771
Chave : 414964, PRR: 2522872
Chave : 425145, PRR: 2522996
Chave : 691120, PRR: 2523104
Chave : 630695, PRR: 2523209
Chave : 267106, PRR: 2523320
Chave : 725207, PRR: 2523417
Chave : 310939, PRR: 2523539
Chave : 904642, PRR: 2523672
Chave : 299139, PRR: 2523784
Chave : 403176, PRR: 2523909
Chave : 248909, PRR: 2524032
Chave : 672360, PRR: 2524137
Chave : 930640, PRR: 2524239
Chave : 991009, PRR: 2524341
Chave : 623676, PRR: 2524440
Chave : 657112, PRR: 2524542
Chave : 884601, PRR: 2524645
Chave : 773927, PRR: 2524757
Chave : 207966, PRR: 2524860
Chave : 828858, PRR: 2524963
Chave : 787457, PRR: 2525069
Chave : 329775, PRR: 2525178
Chave : 948991, PRR: 2525284
Chave : 254015, PRR: 2525390
Chave : 286304, PRR: 2525496
Chave : 922182, PRR: 2525602
Chave : 433994, PRR: 2525711
Chave : 158854, PRR: 2525814
Chave : 801421, PRR: 2525918
Chave : 141541, PRR: 2526027
Chave : 907231, PRR: 2526133
Chave : 704607, PRR: 2526239
Chave : 499452, PRR: 2526345
Chave : 886848, PRR: 2526453
Chave : 608923, PRR: 2526572
Chave : 109893, PRR: 2526689
Chave : 779829, PRR: 2526803
Chave : 650443, PRR: 2526917
Chave : 534498, PRR: 2527030
Chave : 260810, PRR: 2527148
Chave : 236894, PRR: 2527262
Chave : 396496, PRR: 2527370
Chave : 820278, PRR: 2527481
Chave : 939298, PRR: 2527592
Chave : 963082, PRR: 2527701
Chave : 183314, PRR: 2527813
Chave : 155446, PRR: 2527925
Chave : 608834, PRR: 2528029
Chave : 235383, PRR: 2528139
Chave : 349001, PRR: 2528253
Chave : 741664, PRR: 2528381
Chave : 689169, PRR: 2528495
Chave : 741229, PRR: 2528602
Chave : 978996, PRR: 2528713
Chave : 871482, PRR: 2528824
Chave : 725176, PRR: 2528935
Chave : 933922, PRR: 2529047
Chave : 122108, PRR: 2529159
Chave : 499786, PRR: 2529274
Chave : 886775, PRR: 2529386
Chave : 246870, PRR: 2529504
Chave : 881223, PRR: 2529620
Chave : 445842, PRR: 2529731
Chave : 801339, PRR: 2529839
Chave : 623808, PRR: 2529944
Chave : 714884, PRR: 2530052
Chave : 667659, PRR: 2530160
Chave : 210793, PRR: 2530274
Chave : 950077, PRR: 2530382
Chave : 300450, PRR: 2530502
Chave : 588256, PRR: 2530609
Chave : 766667, PRR: 2530704
Chave : 201100, PRR: 2530804
Chave : 799573, PRR: 2530906
Chave : 392508, PRR: 2531013
Chave : 163734, PRR: 2531119
Chave : 896132, PRR: 2531215
Chave : 778219, PRR: 2531311
Chave : 924939, PRR: 2531410
Chave : 535801, PRR: 2531514
Chave : 347490, PRR: 2531623
Chave : 603538, PRR: 2531731
Chave : 247393, PRR: 2531837
Chave : 543096, PRR: 2531944
Chave : 106920, PRR: 2532044
Chave : 839964, PRR: 2532145
Chave : 735595, PRR: 2532242
Chave : 860643, PRR: 2532346
Chave : 970240, PRR: 2532467
Chave : 193755, PRR: 2532588
Chave : 878116, PRR: 2532708
Chave : 839510, PRR: 2532829
Chave : 849299, PRR: 2532934
Chave : 764817, PRR: 2533042
Chave : 330034, PRR: 2533148
Chave : 889041, PRR: 2533251
Chave : 430060, PRR: 2533363
Chave : 873383, PRR: 2533471
Chave : 975794, PRR: 2533573
Chave : 868387, PRR: 2533681
Chave : 140231, PRR: 2533781
Chave : 327488, PRR: 2533887
Chave : 257227, PRR: 2533989
Chave : 531631, PRR: 2534094
Chave : 386045, PRR: 2534200
Chave : 966807, PRR: 2534303
Chave : 594257, PRR: 2534417
Chave : 844511, PRR: 2534522
Chave : 789853, PRR: 2534626
Chave : 353512, PRR: 2534731
Chave : 509041, PRR: 2534836
Chave : 101092, PRR: 2534944
Chave : 192935, PRR: 2535047
Chave : 580588, PRR: 2535155
Chave : 609154, PRR: 2535263
Chave : 727030, PRR: 2535371
Chave : 401920, PRR: 2535479
Chave : 229154, PRR: 2535587
Chave : 645234, PRR: 2535701
Chave : 433104, PRR: 2535806
Chave : 605028, PRR: 2535909
Chave : 635220, PRR: 2536012
Chave : 203225, PRR: 2536119
Chave : 501393, PRR: 2536223
Chave : 105837, PRR: 2536325
Chave : 871907, PRR: 2536427
Chave : 815728, PRR: 2536531
Chave : 753181, PRR: 2536636
Chave : 551406, PRR: 2536744
Chave : 949560, PRR: 2536852
Chave : 331384, PRR: 2536961
Chave : 290462, PRR: 2537070
Chave : 828522, PRR: 2537179
Chave : 620648, PRR: 2537287
Chave : 198135, PRR: 2537395
Chave : 871550, PRR: 2537502
Chave : 984364, PRR: 2537605
Chave : 948789, PRR: 2537712
Chave : 362410, PRR: 2537820
Chave : 329365, PRR: 2537928
Chave : 294078, PRR: 2538033
Chave : 671950, PRR: 2538139
Chave : 270279, PRR: 2538247
Chave : 319843, PRR: 2538355
Chave : 349763, PRR: 2538494
Chave : 403133, PRR: 2538619
Chave : 689507, PRR: 2538749
Chave : 750733, PRR: 2538877
Chave : 219576, PRR: 2538986
Chave : 663732, PRR: 2539098
Chave : 292533, PRR: 2539207
Chave : 851264, PRR: 2539316
Chave : 596059, PRR: 2539422
Chave : 956266, PRR: 2539534
Chave : 284155, PRR: 2539659
Chave : 230795, PRR: 2539763
Chave : 487057, PRR: 2539869
Chave : 177224, PRR: 2539975
Chave : 953836, PRR: 2540080
Chave : 985692, PRR: 2540188
Chave : 339446, PRR: 2540297
Chave : 145143, PRR: 2540417
Chave : 865514, PRR: 2540526
Chave : 784020, PRR: 2540633
Chave : 731584, PRR: 2540737
Chave : 108783, PRR: 2540839
Chave : 206695, PRR: 2540962
Chave : 650427, PRR: 2541084
Chave : 941130, PRR: 2541188
Chave : 288874, PRR: 2541295
Chave : 326890, PRR: 2541399
Chave : 703635, PRR: 2541518
Chave : 889405, PRR: 2541630
Chave : 531698, PRR: 2541750
Chave : 510435, PRR: 2541870
Chave : 245990, PRR: 2541995
Chave : 411697, PRR: 2542107
Chave : 372607, PRR: 2542218
Chave : 435999, PRR: 2542329
Chave : 786286, PRR: 2542444
Chave : 128544, PRR: 2542555
Chave : 769766, PRR: 2542671
Chave : 892871, PRR: 2542790
Chave : 134735, PRR: 2542894
Chave : 184835, PRR: 2542998
Chave : 640441, PRR: 2543105
Chave : 374964, PRR: 2543211
Chave : 420664, PRR: 2543319
Chave : 722274, PRR: 2543439
Chave : 819146, PRR: 2543552
Chave : 322491, PRR: 2543677
Chave : 466088, PRR: 2543801
Chave : 359104, PRR: 2543926
Chave : 392349, PRR: 2544039
Chave : 510558, PRR: 2544151
Chave : 974390, PRR: 2544254
Chave : 634091, PRR: 2544363
Chave : 463191, PRR: 2544470
Chave : 818455, PRR: 2544581
Chave : 480875, PRR: 2544685
Chave : 153025, PRR: 2544792
Chave : 885627, PRR: 2544899
Chave : 910083, PRR: 2545006
Chave : 151037, PRR: 2545115
Chave : 975777, PRR: 2545216
Chave : 978150, PRR: 2545313
Chave : 975401, PRR: 2545412
Chave : 727499, PRR: 2545513
Chave : 732382, PRR: 2545614
Chave : 831867, PRR: 2545715
Chave : 663055, PRR: 2545816
Chave : 122162, PRR: 2545925
Chave : 563928, PRR: 2546034
Chave : 314445, PRR: 2546141
Chave : 855140, PRR: 2546247
Chave : 353051, PRR: 2546352
Chave : 477275, PRR: 2546454
Chave : 707478, PRR: 2546552
Chave : 246376, PRR: 2546653
Chave : 533529, PRR: 2546756
Chave : 909505, PRR: 2546862
Chave : 878954, PRR: 2546963
Chave : 189855, PRR: 2547066
Chave : 355417, PRR: 2547168
Chave : 872464, PRR: 2547274
Chave : 742883, PRR: 2547380
Chave : 447107, PRR: 2547478
Chave : 241580, PRR: 2547586
Chave : 108057, PRR: 2547690
Chave : 189952, PRR: 2547790
Chave : 261376, PRR: 2547895
Chave : 716445, PRR: 2548000
Chave : 819629, PRR: 2548104
Chave : 399069, PRR: 2548209
Chave : 724378, PRR: 2548314
Chave : 961474, PRR: 2548419
Chave : 890017, PRR: 2548530
Chave : 687416, PRR: 2548641
Chave : 594440, PRR: 2548746
Chave : 616116, PRR: 2548853
Chave : 675715, PRR: 2548951
Chave : 759931, PRR: 2549049
Chave : 355501, PRR: 2549155
Chave : 152058, PRR: 2549256
Chave : 591586, PRR: 2549356
Chave : 894138, PRR: 2549457
Chave : 278595, PRR: 2549563
Chave : 464496, PRR: 2549669
Chave : 935186, PRR: 2549775
Chave : 498188, PRR: 2549878
Chave : 745690, PRR: 2549984
Chave : 844134, PRR: 2550087
Chave : 458497, PRR: 2550194
Chave : 346277, PRR: 2550300
Chave : 795833, PRR: 2550406
Chave : 400684, PRR: 2550512
Chave : 216380, PRR: 2550618
Chave : 839222, PRR: 2550723
Chave : 210390, PRR: 2550830
Chave : 646559, PRR: 2550967
Chave : 459310, PRR: 2551070
Chave : 462032, PRR: 2551176
Chave : 882100, PRR: 2551285
Chave : 490356, PRR: 2551394
Chave : 235650, PRR: 2551497
Chave : 513306, PRR: 2551619
Chave : 937480, PRR: 2551728
Chave : 914690, PRR: 2551849
Chave : 778823, PRR: 2551971
Chave : 326855, PRR: 2552116
Chave : 975808, PRR: 2552231
Chave : 739298, PRR: 2552356
Chave : 744783, PRR: 2552464
Chave : 790090, PRR: 2552587
Chave : 829776, PRR: 2552698
Chave : 231336, PRR: 2552818
Chave : 639282, PRR: 2552933
Chave : 253262, PRR: 2553058
Chave : 708539, PRR: 2553168
Chave : 628458, PRR: 2553280
Chave : 136660, PRR: 2553397
Chave : 461862, PRR: 2553511
Chave : 620077, PRR: 2553646
Chave : 175802, PRR: 2553771
Chave : 964505, PRR: 2553904
Chave : 462932, PRR: 2554016
Chave : 512995, PRR: 2554140
Chave : 232126, PRR: 2554263
Chave : 309455, PRR: 2554385
Chave : 336783, PRR: 2554494
Chave : 671728, PRR: 2554599
Chave : 282242, PRR: 2554714
Chave : 752036, PRR: 2554829
Chave : 706782, PRR: 2554943
Chave : 348054, PRR: 2555047
Chave : 993723, PRR: 2555159
Chave : 587528, PRR: 2555268
Chave : 723027, PRR: 2555393
Chave : 181746, PRR: 2555507
Chave : 295266, PRR: 2555618
Chave : 790127, PRR: 2555727
Chave : 222449, PRR: 2555833
Chave : 942237, PRR: 2555942
Chave : 503650, PRR: 2556048
Chave : 917148, PRR: 2556151
Chave : 838103, PRR: 2556253
Chave : 157325, PRR: 2556355
Chave : 428601, PRR: 2556454
Chave : 920681, PRR: 2556563
Chave : 646048, PRR: 2556672
Chave : 487092, PRR: 2556771
Chave : 294522, PRR: 2556870
Chave : 289522, PRR: 2556974
Chave : 670386, PRR: 2557075
Chave : 235352, PRR: 2557174
Chave : 657901, PRR: 2557275
Chave : 480861, PRR: 2557383
Chave : 490961, PRR: 2557488
Chave : 504658, PRR: 2557588
Chave : 203168, PRR: 2557688
Chave : 188009, PRR: 2557788
Chave : 815763, PRR: 2557888
Chave : 648434, PRR: 2557993
Chave : 736051, PRR: 2558098
Chave : 839923, PRR: 2558204
Chave : 495325, PRR: 2558310
Chave : 184521, PRR: 2558416
Chave : 173636, PRR: 2558528
Chave : 803492, PRR: 2558634
Chave : 989092, PRR: 2558740
Chave : 837713, PRR: 2558851
Chave : 174122, PRR: 2558970
Chave : 938759, PRR: 2559092
Chave : 464886, PRR: 2559211
Chave : 798274, PRR: 2559316
Chave : 848838, PRR: 2559424
Chave : 622192, PRR: 2559529
Chave : 368898, PRR: 2559631
Chave : 481269, PRR: 2559736
Chave : 449341, PRR: 2559841
Chave : 973510, PRR: 2559946
Chave : 421106, PRR: 2560051
Chave : 807884, PRR: 2560152
Chave : 102101, PRR: 2560253
Chave : 985240, PRR: 2560354
Chave : 303369, PRR: 2560455
Chave : 630502, PRR: 2560559
Chave : 120900, PRR: 2560661
Chave : 293734, PRR: 2560759
Chave : 273472, PRR: 2560862
Chave : 215522, PRR: 2560965
Chave : 972201, PRR: 2561067
Chave : 972550, PRR: 2561169
Chave : 194649, PRR: 2561271
Chave : 503177, PRR: 2561374
Chave : 576577, PRR: 2561482
Chave : 115654, PRR: 2561619
Chave : 990413, PRR: 2561730
Chave : 578077, PRR: 2561860
Chave : 507496, PRR: 2561970
Chave : 935204, PRR: 2562082
Chave : 429754, PRR: 2562184
Chave : 555750, PRR: 2562289
Chave : 199139, PRR: 2562393
Chave : 494746, PRR: 2562502
Chave : 655227, PRR: 2562610
Chave : 274431, PRR: 2562716
Chave : 156298, PRR: 2562816
Chave : 653679, PRR: 2562918
Chave : 130330, PRR: 2563022
Chave : 665210, PRR: 2563126
Chave : 136985, PRR: 2563228
Chave : 313649, PRR: 2563374
Chave : 485845, PRR: 2563486
Chave : 550278, PRR: 2563598
Chave : 686179, PRR: 2563702
Chave : 398968, PRR: 2563812
Chave : 622001, PRR: 2563919
Chave : 910390, PRR: 2564026
Chave : 519703, PRR: 2564133
Chave : 500720, PRR: 2564242
Chave : 476694, PRR: 2564345
Chave : 436697, PRR: 2564454
Chave : 403287, PRR: 2564562
Chave : 541432, PRR: 2564671
Chave : 658970, PRR: 2564779
Chave : 888992, PRR: 2564888
Chave : 518780, PRR: 2564997
Chave : 315771, PRR: 2565104
Chave : 234712, PRR: 2565208
Chave : 225041, PRR: 2565312
Chave : 986497, PRR: 2565418
Chave : 249607, PRR: 2565527
Chave : 128598, PRR: 2565644
Chave : 243099, PRR: 2565750
Chave : 589365, PRR: 2565875
Chave : 882161, PRR: 2565988
Chave : 426502, PRR: 2566092
Chave : 130171, PRR: 2566204
Chave : 297586, PRR: 2566309
Chave : 531175, PRR: 2566434
Chave : 737217, PRR: 2566549
Chave : 860441, PRR: 2566651
Chave : 547918, PRR: 2566749
Chave : 836304, PRR: 2566848
Chave : 717570, PRR: 2566950
Chave : 954097, PRR: 2567056
Chave : 289556, PRR: 2567156
Chave : 453108, PRR: 2567257
Chave : 370936, PRR: 2567355
Chave : 388225, PRR: 2567454
Chave : 124381, PRR: 2567555
Chave : 211750, PRR: 2567658
Chave : 162101, PRR: 2567759
Chave : 113139, PRR: 2567863
Chave : 548368, PRR: 2567969
Chave : 824247, PRR: 2568071
Chave : 935208, PRR: 2568176
Chave : 324884, PRR: 2568282
Chave : 834827, PRR: 2568387
Chave : 260237, PRR: 2568491
Chave : 100590, PRR: 2568596
Chave : 735901, PRR: 2568697
Chave : 767842, PRR: 2568801
Chave : 677796, PRR: 2568926
Chave : 890055, PRR: 2569026
Chave : 871447, PRR: 2569130
Chave : 164572, PRR: 2569233
Chave : 697654, PRR: 2569337
Chave : 829509, PRR: 2569442
Chave : 317699, PRR: 2569550
Chave : 727837, PRR: 2569650
Chave : 439820, PRR: 2569747
Chave : 846881, PRR: 2569854
Chave : 184241, PRR: 2569960
Chave : 382549, PRR: 2570063
Chave : 606650, PRR: 2570169
Chave : 850259, PRR: 2570270
Chave : 694111, PRR: 2570379
Chave : 299099, PRR: 2570477
Chave : 155670, PRR: 2570573
Chave : 817412, PRR: 2570670
Chave : 554149, PRR: 2570777
Chave : 119255, PRR: 2570886
Chave : 281270, PRR: 2570994
Chave : 394669, PRR: 2571095
Chave : 702245, PRR: 2571203
Chave : 606059, PRR: 2571308
Chave : 998916, PRR: 2571407
Chave : 940663, PRR: 2571512
Chave : 939638, PRR: 2571617
Chave : 936266, PRR: 2571722
Chave : 558894, PRR: 2571824
Chave : 767597, PRR: 2571935
Chave : 545519, PRR: 2572039
Chave : 685400, PRR: 2572144
Chave : 230836, PRR: 2572255
Chave : 976057, PRR: 2572361
Chave : 659887, PRR: 2572467
Chave : 565718, PRR: 2572567
Chave : 102260, PRR: 2572667
Chave : 734338, PRR: 2572779
Chave : 713151, PRR: 2572882
Chave : 278876, PRR: 2572988
Chave : 286586, PRR: 2573088
Chave : 621302, PRR: 2573193
Chave : 820845, PRR: 2573295
Chave : 779639, PRR: 2573401
Chave : 874571, PRR: 2573502
Chave : 756885, PRR: 2573605
Chave : 627980, PRR: 2573707
Chave : 705508, PRR: 2573818
Chave : 604540, PRR: 2573924
Chave : 282022, PRR: 2574023
Chave : 566663, PRR: 2574126
Chave : 790437, PRR: 2574227
Chave : 548920, PRR: 2574331
Chave : 695662, PRR: 2574442
Chave : 871764, PRR: 2574548
Chave : 642387, PRR: 2574651
Chave : 232715, PRR: 2574757
Chave : 248383, PRR: 2574863
Chave : 471373, PRR: 2574964
Chave : 826097, PRR: 2575067
Chave : 795027, PRR: 2575173
Chave : 944837, PRR: 2575277
Chave : 616513, PRR: 2575380
Chave : 933264, PRR: 2575487
Chave : 349536, PRR: 2575594
Chave : 830717, PRR: 2575695
Chave : 365582, PRR: 2575796
Chave : 972139, PRR: 2575897
Chave : 745609, PRR: 2576002
Chave : 124900, PRR: 2576115
Chave : 832677, PRR: 2576228
Chave : 997740, PRR: 2576336
Chave : 872287, PRR: 2576444
Chave : 279288, PRR: 2576551
Chave : 474626, PRR: 2576663
Chave : 665866, PRR: 2576783
Chave : 585036, PRR: 2576906
Chave : 565722, PRR: 2577026
Chave : 247871, PRR: 2577137
Chave : 648908, PRR: 2577248
Chave : 152034, PRR: 2577359
Chave : 873033, PRR: 2577470
Chave : 884092, PRR: 2577581
Chave : 659158, PRR: 2577693
Chave : 495797, PRR: 2577806
Chave : 356006, PRR: 2577919
Chave : 542866, PRR: 2578032
Chave : 852102, PRR: 2578144
Chave : 474100, PRR: 2578256
Chave : 465417, PRR: 2578369
Chave : 708448, PRR: 2578490
Chave : 206525, PRR: 2578595
Chave : 322645, PRR: 2578709
Chave : 933603, PRR: 2578821
Chave : 512707, PRR: 2578929
Chave : 230778, PRR: 2579032
Chave : 483876, PRR: 2579135
Chave : 433225, PRR: 2579239
Chave : 969543, PRR: 2579352
Chave : 921631, PRR: 2579453
Chave : 427771, PRR: 2579559
Chave : 931386, PRR: 2579662
Chave : 356084, PRR: 2579771
Chave : 305018, PRR: 2579879
Chave : 331708, PRR: 2579981
Chave : 345016, PRR: 2580084
Chave : 779158, PRR: 2580184
Chave : 249906, PRR: 2580297
Chave : 196152, PRR: 2580406
Chave : 970520, PRR: 2580509
Chave : 257835, PRR: 2580615
Chave : 566986, PRR: 2580721
Chave : 763562, PRR: 2580826
Chave : 979497, PRR: 2580938
Chave : 348521, PRR: 2581041
Chave : 161799, PRR: 2581153
Chave : 164473, PRR: 2581253
Chave : 894805, PRR: 2581354
Chave : 988651, PRR: 2581466
Chave : 779774, PRR: 2581570
Chave : 219432, PRR: 2581677
Chave : 200027, PRR: 2581783
Chave : 723605, PRR: 2581889
Chave : 295873, PRR: 2581998
Chave : 557888, PRR: 2582101
Chave : 637654, PRR: 2582204
Chave : 537649, PRR: 2582310
Chave : 422221, PRR: 2582415
Chave : 406335, PRR: 2582522
Chave : 710057, PRR: 2582624
Chave : 464666, PRR: 2582730
Chave : 546213, PRR: 2582836
Chave : 479242, PRR: 2582942
Chave : 554988, PRR: 2583045
Chave : 284086, PRR: 2583148
Chave : 101315, PRR: 2583257
Chave : 929229, PRR: 2583369
Chave : 594810, PRR: 2583467
Chave : 321741, PRR: 2583575
Chave : 539618, PRR: 2583673
Chave : 314685, PRR: 2583777
Chave : 879415, PRR: 2583883
Chave : 967942, PRR: 2583985
Chave : 365589, PRR: 2584093
Chave : 759746, PRR: 2584198
Chave : 374842, PRR: 2584301
Chave : 124012, PRR: 2584407
Chave : 305472, PRR: 2584513
Chave : 730224, PRR: 2584616
Chave : 265107, PRR: 2584720
Chave : 998526, PRR: 2584829
Chave : 458761, PRR: 2584933
Chave : 122138, PRR: 2585042
Chave : 315078, PRR: 2585145
Chave : 751762, PRR: 2585250
Chave : 965073, PRR: 2585359
Chave : 642772, PRR: 2585465
Chave : 570276, PRR: 2585574
Chave : 400503, PRR: 2585682
Chave : 734535, PRR: 2585782
Chave : 795185, PRR: 2585887
Chave : 249790, PRR: 2585990
Chave : 396390, PRR: 2586093
Chave : 346640, PRR: 2586199
Chave : 821957, PRR: 2586302
Chave : 633282, PRR: 2586405
Chave : 727377, PRR: 2586509
Chave : 559864, PRR: 2586609
Chave : 907241, PRR: 2586705
Chave : 874422, PRR: 2586812
Chave : 788056, PRR: 2586924
Chave : 718368, PRR: 2587036
Chave : 252027, PRR: 2587140
Chave : 569708, PRR: 2587253
Chave : 325911, PRR: 2587378
Chave : 877808, PRR: 2587496
Chave : 551024, PRR: 2587619
Chave : 335045, PRR: 2587732
Chave : 818421, PRR: 2587847
Chave : 129266, PRR: 2587961
Chave : 943860, PRR: 2588067
Chave : 692789, PRR: 2588176
Chave : 338196, PRR: 2588299
Chave : 326878, PRR: 2588407
Chave : 683032, PRR: 2588525
Chave : 409118, PRR: 2588631
Chave : 548392, PRR: 2588738
Chave : 919369, PRR: 2588839
Chave : 897124, PRR: 2588942
Chave : 220890, PRR: 2589054
Chave : 102049, PRR: 2589201
Chave : 876471, PRR: 2589326
Chave : 875069, PRR: 2589462
Chave : 381402, PRR: 2589580
Chave : 582609, PRR: 2589725
Chave : 368988, PRR: 2589865
Chave : 523100, PRR: 2589979
Chave : 823614, PRR: 2590096
Chave : 985870, PRR: 2590236
Chave : 584816, PRR: 2590357
Chave : 451513, PRR: 2590483
Chave : 435010, PRR: 2590604
Chave : 688723, PRR: 2590727
Chave : 996407, PRR: 2590857
Chave : 148295, PRR: 2590971
Chave : 192006, PRR: 2591118
Chave : 902244, PRR: 2591241
Chave : 665114, PRR: 2591356
Chave : 241234, PRR: 2591477
Chave : 885108, PRR: 2591603
Chave : 788948, PRR: 2591725
Chave : 314637, PRR: 2591852
Chave : 153742, PRR: 2591975
Chave : 826953, PRR: 2592103
Chave : 482734, PRR: 2592220
Chave : 426529, PRR: 2592346
Chave : 383031, PRR: 2592462
Chave : 605229, PRR: 2592580
Chave : 771852, PRR: 2592698
Chave : 491266, PRR: 2592807
Chave : 750217, PRR: 2592914
Chave : 891534, PRR: 2593020
Chave : 721493, PRR: 2593123
Chave : 504803, PRR: 2593229
Chave : 629867, PRR: 2593334
Chave : 683056, PRR: 2593441
Chave : 268242, PRR: 2593548
Chave : 700093, PRR: 2593648
Chave : 840387, PRR: 2593752
Chave : 578901, PRR: 2593855
Chave : 499802, PRR: 2593958
Chave : 158544, PRR: 2594056
Chave : 894744, PRR: 2594178
Chave : 993418, PRR: 2594295
Chave : 494995, PRR: 2594445
Chave : 202339, PRR: 2594579
Chave : 136314, PRR: 2594699
Chave : 674712, PRR: 2594835
Chave : 479168, PRR: 2594969
Chave : 529002, PRR: 2595093
Chave : 772465, PRR: 2595213
Chave : 735819, PRR: 2595347
Chave : 117409, PRR: 2595475
Chave : 865305, PRR: 2595589
Chave : 233531, PRR: 2595703
Chave : 424523, PRR: 2595837
Chave : 110566, PRR: 2595953
Chave : 568355, PRR: 2596090
Chave : 647791, PRR: 2596211
Chave : 368151, PRR: 2596342
Chave : 449994, PRR: 2596465
Chave : 902817, PRR: 2596582
Chave : 662535, PRR: 2596697
Chave : 793307, PRR: 2596813
Chave : 212201, PRR: 2596922
Chave : 572770, PRR: 2597046
Chave : 329739, PRR: 2597167
Chave : 525788, PRR: 2597287
